job_title,company_type,industry,country,city,remote_type,experience_level,min_experience_years,salary_min_usd,salary_max_usd,employment_type,posted_year,company_size,salario_promedio_usd,rango_salarial
Applied Scientist,Startup,Tech,Australia,Remote,Remote,Senior,5.0,140939,176158,Full-time,2021-01-01,Medium,158548.5,Top
Data Scientist,Startup,Tech,Canada,Toronto,Hybrid,Senior,5.0,140818,176153,Full-time,2021-01-01,Small,158485.5,Top
Applied Scientist,MNC,Retail,USA,Boston,Onsite,Senior,5.0,142454,176137,Full-time,2021-01-01,Medium,159295.5,Top
Data Scientist,Startup,Education,Australia,Brisbane,Onsite,Senior,5.0,147280,176106,Full-time,2021-01-01,Small,161693.0,Top
Applied Scientist,Startup,Finance,USA,Austin,Hybrid,Senior,5.0,145744,176088,Full-time,2021-01-01,Small,160916.0,Top
Data Analyst,Startup,Retail,Australia,Sydney,Onsite,Senior,5.0,143984,176081,Full-time,2021-01-01,Small,160032.5,Top
Machine Learning Engineer,Research Lab,Healthcare,India,Pune,Hybrid,Senior,5.0,147295,176052,Full-time,2021-01-01,Large,161673.5,Top
MLOps Engineer,MNC,Education,Germany,Remote,Remote,Senior,5.0,140140,176050,Full-time,2021-01-01,Small,158095.0,Top
Data Scientist,Startup,Finance,UK,Birmingham,Hybrid,Senior,5.0,147648,176041,Full-time,2021-01-01,Medium,161844.5,Top
Applied Scientist,Research Lab,Finance,USA,Seattle,Onsite,Senior,5.0,140121,176028,Full-time,2021-01-01,Large,158074.5,Top
Applied Scientist,MNC,Education,UK,Birmingham,Onsite,Senior,5.0,146648,176027,Full-time,2021-01-01,Large,161337.5,Top
Applied Scientist,Startup,Finance,India,Chennai,Onsite,Senior,5.0,154939,176019,Full-time,2021-01-01,Small,165479.0,Top
Machine Learning Engineer,Startup,Education,UK,Manchester,Onsite,Senior,5.0,146865,176018,Full-time,2021-01-01,Small,161441.5,Top
Applied Scientist,Startup,Education,Canada,Remote,Remote,Senior,5.0,144545,176015,Full-time,2021-01-01,Small,160280.0,Top
AI Researcher,MNC,Finance,UK,London,Hybrid,Senior,5.0,145176,176015,Full-time,2021-01-01,Small,160595.5,Top
AI Researcher,Research Lab,Education,Canada,Toronto,Hybrid,Senior,5.0,143251,176007,Full-time,2021-01-01,Medium,159629.0,Top
Applied Scientist,Research Lab,Education,Canada,Remote,Remote,Senior,5.0,143825,175975,Full-time,2021-01-01,Small,159900.0,Top
Data Analyst,Research Lab,Finance,India,Delhi,Hybrid,Senior,5.0,144128,175972,Full-time,2021-01-01,Medium,160050.0,Top
Data Scientist,MNC,Education,Australia,Brisbane,Hybrid,Senior,5.0,153255,175941,Full-time,2021-01-01,Medium,164598.0,Top
MLOps Engineer,Research Lab,Finance,Canada,Montreal,Onsite,Senior,5.0,154433,175904,Full-time,2021-01-01,Medium,165168.5,Top
AI Researcher,Startup,Finance,USA,Remote,Remote,Senior,5.0,152951,175886,Full-time,2021-01-01,Large,164418.5,Top
Data Scientist,Startup,Retail,India,Chennai,Hybrid,Senior,5.0,145055,175885,Full-time,2021-01-01,Small,160470.0,Top
Data Analyst,MNC,Tech,Canada,Montreal,Hybrid,Senior,5.0,145520,175885,Full-time,2021-01-01,Large,160702.5,Top
Data Analyst,Research Lab,Finance,UK,Manchester,Hybrid,Senior,5.0,142397,175884,Full-time,2021-01-01,Medium,159140.5,Top
Machine Learning Engineer,Research Lab,Healthcare,UK,Birmingham,Hybrid,Senior,5.0,142810,175876,Full-time,2021-01-01,Small,159343.0,Top
Machine Learning Engineer,Research Lab,Tech,India,Chennai,Onsite,Senior,5.0,141078,175869,Full-time,2021-01-01,Medium,158473.5,Top
AI Researcher,Research Lab,Retail,Canada,Montreal,Hybrid,Senior,5.0,146674,175863,Full-time,2021-01-01,Large,161268.5,Top
Applied Scientist,MNC,Tech,UK,London,Onsite,Senior,5.0,154924,175858,Full-time,2021-01-01,Small,165391.0,Top
MLOps Engineer,MNC,Education,Canada,Montreal,Hybrid,Senior,5.0,141812,175848,Full-time,2021-01-01,Large,158830.0,Top
MLOps Engineer,Startup,Education,USA,Remote,Remote,Senior,5.0,147342,175846,Full-time,2021-01-01,Medium,161594.0,Top
AI Researcher,Startup,Healthcare,Australia,Remote,Remote,Senior,5.0,141522,175813,Full-time,2021-01-01,Small,158667.5,Top
MLOps Engineer,Research Lab,Tech,Canada,Remote,Remote,Senior,5.0,149980,175806,Full-time,2021-01-01,Large,162893.0,Top
Applied Scientist,Research Lab,Education,UK,Manchester,Hybrid,Senior,5.0,140066,175805,Full-time,2021-01-01,Small,157935.5,Top
MLOps Engineer,MNC,Healthcare,Germany,Frankfurt,Hybrid,Senior,5.0,141944,175794,Full-time,2021-01-01,Medium,158869.0,Top
MLOps Engineer,Research Lab,Retail,Australia,Remote,Remote,Senior,5.0,152075,175793,Full-time,2021-01-01,Large,163934.0,Top
MLOps Engineer,MNC,Healthcare,USA,San Francisco,Hybrid,Senior,5.0,144397,175791,Full-time,2021-01-01,Medium,160094.0,Top
MLOps Engineer,MNC,Retail,India,Bangalore,Onsite,Senior,5.0,152287,175784,Full-time,2021-01-01,Large,164035.5,Top
Data Scientist,Startup,Education,USA,Remote,Remote,Senior,5.0,151577,175779,Full-time,2021-01-01,Small,163678.0,Top
Applied Scientist,Research Lab,Healthcare,India,Delhi,Hybrid,Senior,5.0,153999,175776,Full-time,2021-01-01,Small,164887.5,Top
MLOps Engineer,Startup,Tech,USA,Remote,Remote,Senior,5.0,146268,175760,Full-time,2021-01-01,Medium,161014.0,Top
Machine Learning Engineer,Startup,Healthcare,India,Remote,Remote,Senior,5.0,148806,175756,Full-time,2021-01-01,Medium,162281.0,Top
Applied Scientist,MNC,Finance,UK,London,Hybrid,Senior,5.0,142104,175748,Full-time,2021-01-01,Large,158926.0,Top
AI Researcher,Startup,Healthcare,Australia,Melbourne,Onsite,Senior,5.0,143538,175722,Full-time,2021-01-01,Medium,159630.0,Top
Machine Learning Engineer,Startup,Tech,USA,Remote,Remote,Senior,5.0,148589,175708,Full-time,2021-01-01,Medium,162148.5,Top
Machine Learning Engineer,MNC,Education,Germany,Munich,Onsite,Senior,5.0,147398,175701,Full-time,2021-01-01,Medium,161549.5,Top
Data Analyst,Research Lab,Healthcare,UK,London,Hybrid,Senior,5.0,153995,175700,Full-time,2021-01-01,Large,164847.5,Top
Data Scientist,Research Lab,Retail,USA,Austin,Onsite,Senior,5.0,145411,175695,Full-time,2021-01-01,Medium,160553.0,Top
Data Scientist,Research Lab,Retail,UK,Remote,Remote,Senior,5.0,142538,175684,Full-time,2021-01-01,Medium,159111.0,Top
Applied Scientist,MNC,Tech,USA,San Francisco,Hybrid,Senior,5.0,141309,175678,Full-time,2021-01-01,Small,158493.5,Top
Data Analyst,Research Lab,Healthcare,USA,San Francisco,Onsite,Senior,5.0,154387,175678,Full-time,2021-01-01,Medium,165032.5,Top
Machine Learning Engineer,MNC,Finance,Germany,Remote,Remote,Senior,5.0,147423,175677,Full-time,2021-01-01,Medium,161550.0,Top
MLOps Engineer,Startup,Finance,USA,Boston,Hybrid,Senior,5.0,143802,175674,Full-time,2021-01-01,Large,159738.0,Top
AI Researcher,Research Lab,Retail,USA,Remote,Remote,Senior,5.0,145599,175643,Full-time,2021-01-01,Large,160621.0,Top
Machine Learning Engineer,MNC,Finance,Australia,Sydney,Hybrid,Senior,5.0,149696,175636,Full-time,2021-01-01,Medium,162666.0,Top
Data Analyst,Research Lab,Healthcare,India,Remote,Remote,Senior,5.0,147010,175633,Full-time,2021-01-01,Small,161321.5,Top
Machine Learning Engineer,Research Lab,Tech,Australia,Remote,Remote,Senior,5.0,147606,175621,Full-time,2021-01-01,Large,161613.5,Top
Applied Scientist,MNC,Healthcare,USA,Remote,Remote,Senior,5.0,153485,175604,Full-time,2021-01-01,Medium,164544.5,Top
AI Researcher,Research Lab,Tech,UK,Remote,Remote,Senior,5.0,147429,175599,Full-time,2021-01-01,Large,161514.0,Top
Machine Learning Engineer,MNC,Tech,Australia,Brisbane,Onsite,Senior,5.0,146173,175596,Full-time,2021-01-01,Large,160884.5,Top
Data Analyst,Research Lab,Healthcare,Germany,Remote,Remote,Senior,5.0,145554,175595,Full-time,2021-01-01,Large,160574.5,Top
Data Scientist,MNC,Healthcare,Canada,Vancouver,Hybrid,Senior,5.0,149730,175587,Full-time,2021-01-01,Medium,162658.5,Top
Machine Learning Engineer,Startup,Healthcare,USA,Seattle,Hybrid,Senior,5.0,152381,175571,Full-time,2021-01-01,Small,163976.0,Top
Applied Scientist,Startup,Retail,India,Hyderabad,Onsite,Senior,5.0,150549,175563,Full-time,2021-01-01,Small,163056.0,Top
Data Analyst,Startup,Finance,UK,Remote,Remote,Senior,5.0,154590,175555,Full-time,2021-01-01,Small,165072.5,Top
Data Scientist,Research Lab,Retail,Australia,Remote,Remote,Senior,5.0,143308,175552,Full-time,2021-01-01,Large,159430.0,Top
Machine Learning Engineer,Research Lab,Tech,Canada,Montreal,Hybrid,Senior,5.0,146436,175544,Full-time,2021-01-01,Large,160990.0,Top
Machine Learning Engineer,MNC,Tech,USA,Boston,Onsite,Senior,5.0,145834,175540,Full-time,2021-01-01,Large,160687.0,Top
Applied Scientist,Research Lab,Retail,UK,Remote,Remote,Senior,5.0,143046,175527,Full-time,2021-01-01,Small,159286.5,Top
Applied Scientist,Startup,Education,UK,Birmingham,Hybrid,Senior,5.0,149783,175514,Full-time,2021-01-01,Large,162648.5,Top
Machine Learning Engineer,Research Lab,Tech,Australia,Melbourne,Hybrid,Senior,5.0,152023,175508,Full-time,2021-01-01,Medium,163765.5,Top
MLOps Engineer,MNC,Tech,Australia,Sydney,Hybrid,Senior,5.0,149449,175501,Full-time,2021-01-01,Small,162475.0,Top
Machine Learning Engineer,Startup,Healthcare,UK,Remote,Remote,Senior,5.0,152125,175483,Full-time,2021-01-01,Small,163804.0,Top
AI Researcher,MNC,Education,Germany,Remote,Remote,Senior,5.0,147541,175477,Full-time,2021-01-01,Small,161509.0,Top
Applied Scientist,MNC,Education,India,Hyderabad,Hybrid,Senior,5.0,150315,175476,Full-time,2021-01-01,Medium,162895.5,Top
MLOps Engineer,Startup,Healthcare,Germany,Hamburg,Onsite,Senior,5.0,140046,175467,Full-time,2021-01-01,Medium,157756.5,Top
Data Analyst,Research Lab,Healthcare,Germany,Munich,Onsite,Senior,5.0,144837,175444,Full-time,2021-01-01,Large,160140.5,Top
Data Scientist,MNC,Education,UK,Birmingham,Hybrid,Senior,5.0,147460,175416,Full-time,2021-01-01,Small,161438.0,Top
Data Scientist,MNC,Retail,UK,Birmingham,Hybrid,Senior,5.0,147641,175415,Full-time,2021-01-01,Small,161528.0,Top
Applied Scientist,MNC,Education,India,Hyderabad,Hybrid,Senior,5.0,151922,175387,Full-time,2021-01-01,Large,163654.5,Top
MLOps Engineer,Research Lab,Finance,Australia,Melbourne,Onsite,Senior,5.0,153735,175385,Full-time,2021-01-01,Large,164560.0,Top
MLOps Engineer,Research Lab,Finance,India,Pune,Onsite,Senior,5.0,152538,175382,Full-time,2021-01-01,Large,163960.0,Top
Applied Scientist,Research Lab,Finance,UK,Birmingham,Onsite,Senior,5.0,150454,175376,Full-time,2021-01-01,Large,162915.0,Top
Applied Scientist,MNC,Healthcare,Australia,Brisbane,Hybrid,Senior,5.0,148180,175369,Full-time,2021-01-01,Small,161774.5,Top
Data Scientist,MNC,Education,Germany,Frankfurt,Hybrid,Senior,5.0,150865,175340,Full-time,2021-01-01,Medium,163102.5,Top
Applied Scientist,MNC,Finance,USA,Boston,Hybrid,Senior,5.0,151180,175336,Full-time,2021-01-01,Large,163258.0,Top
Data Scientist,Research Lab,Tech,India,Pune,Onsite,Senior,5.0,153102,175320,Full-time,2021-01-01,Medium,164211.0,Top
Data Analyst,MNC,Finance,Canada,Montreal,Hybrid,Senior,5.0,151269,175305,Full-time,2021-01-01,Small,163287.0,Top
AI Researcher,Research Lab,Retail,Germany,Munich,Onsite,Senior,5.0,141352,175301,Full-time,2021-01-01,Small,158326.5,Top
Data Analyst,Research Lab,Tech,Australia,Remote,Remote,Senior,5.0,152309,175298,Full-time,2021-01-01,Medium,163803.5,Top
Machine Learning Engineer,Startup,Education,Germany,Hamburg,Hybrid,Senior,5.0,144756,175295,Full-time,2021-01-01,Small,160025.5,Top
Data Scientist,MNC,Finance,Australia,Sydney,Hybrid,Senior,5.0,149822,175289,Full-time,2021-01-01,Large,162555.5,Top
Applied Scientist,MNC,Tech,Canada,Montreal,Onsite,Senior,5.0,154311,175264,Full-time,2021-01-01,Medium,164787.5,Top
AI Researcher,MNC,Education,Germany,Hamburg,Onsite,Senior,5.0,154854,175260,Full-time,2021-01-01,Medium,165057.0,Top
MLOps Engineer,Startup,Healthcare,Australia,Remote,Remote,Senior,5.0,140475,175249,Full-time,2021-01-01,Small,157862.0,Top
MLOps Engineer,MNC,Education,Germany,Remote,Remote,Senior,5.0,148717,175237,Full-time,2021-01-01,Large,161977.0,Top
Data Analyst,Startup,Tech,India,Hyderabad,Onsite,Senior,5.0,152978,175236,Full-time,2021-01-01,Large,164107.0,Top
MLOps Engineer,MNC,Healthcare,USA,New York,Onsite,Senior,5.0,140842,175229,Full-time,2021-01-01,Medium,158035.5,Top
MLOps Engineer,Research Lab,Healthcare,Canada,Montreal,Hybrid,Senior,5.0,147060,175227,Full-time,2021-01-01,Large,161143.5,Top
MLOps Engineer,MNC,Education,Australia,Remote,Remote,Senior,5.0,145571,175226,Full-time,2021-01-01,Small,160398.5,Top
Applied Scientist,Research Lab,Tech,UK,Remote,Remote,Senior,5.0,151574,175226,Full-time,2021-01-01,Large,163400.0,Top
Applied Scientist,Research Lab,Retail,Australia,Melbourne,Onsite,Senior,5.0,146786,175210,Full-time,2021-01-01,Large,160998.0,Top
AI Researcher,Startup,Healthcare,Australia,Melbourne,Hybrid,Senior,5.0,146722,175206,Full-time,2021-01-01,Small,160964.0,Top
Machine Learning Engineer,Research Lab,Healthcare,Australia,Brisbane,Onsite,Senior,5.0,148878,175187,Full-time,2021-01-01,Large,162032.5,Top
AI Researcher,Research Lab,Tech,Germany,Hamburg,Hybrid,Senior,5.0,142284,175173,Full-time,2021-01-01,Medium,158728.5,Top
Data Analyst,Startup,Healthcare,Australia,Sydney,Onsite,Senior,5.0,149684,175155,Full-time,2021-01-01,Large,162419.5,Top
Machine Learning Engineer,MNC,Tech,Germany,Remote,Remote,Senior,5.0,146303,175136,Full-time,2021-01-01,Small,160719.5,Top
Data Analyst,Startup,Healthcare,Canada,Vancouver,Onsite,Senior,5.0,146982,175111,Full-time,2021-01-01,Medium,161046.5,Top
Machine Learning Engineer,Research Lab,Finance,Germany,Frankfurt,Hybrid,Senior,5.0,150520,175095,Full-time,2021-01-01,Large,162807.5,Top
Applied Scientist,Research Lab,Tech,Germany,Hamburg,Hybrid,Senior,5.0,141670,175089,Full-time,2021-01-01,Small,158379.5,Top
Applied Scientist,MNC,Tech,UK,Remote,Remote,Senior,5.0,141897,175085,Full-time,2021-01-01,Small,158491.0,Top
MLOps Engineer,Startup,Tech,USA,Boston,Hybrid,Senior,5.0,152661,175067,Full-time,2021-01-01,Large,163864.0,Top
Machine Learning Engineer,Research Lab,Retail,UK,Manchester,Hybrid,Senior,5.0,149009,175061,Full-time,2021-01-01,Large,162035.0,Top
Data Analyst,Research Lab,Finance,Canada,Montreal,Onsite,Senior,5.0,148604,175018,Full-time,2021-01-01,Medium,161811.0,Top
Data Analyst,Research Lab,Education,Canada,Montreal,Onsite,Senior,5.0,153261,175009,Full-time,2021-01-01,Medium,164135.0,Top
Data Scientist,Startup,Tech,Germany,Remote,Remote,Senior,5.0,153827,175009,Full-time,2021-01-01,Medium,164418.0,Top
Data Analyst,MNC,Healthcare,Australia,Remote,Remote,Senior,5.0,145808,175005,Full-time,2021-01-01,Large,160406.5,Top
Data Analyst,Startup,Retail,India,Chennai,Onsite,Senior,5.0,143416,174993,Full-time,2021-01-01,Large,159204.5,Top
MLOps Engineer,Startup,Retail,Canada,Remote,Remote,Senior,5.0,152170,174986,Full-time,2021-01-01,Large,163578.0,Top
Data Analyst,MNC,Education,Germany,Munich,Hybrid,Senior,5.0,152127,174980,Full-time,2021-01-01,Medium,163553.5,Top
MLOps Engineer,Research Lab,Healthcare,UK,Birmingham,Onsite,Senior,5.0,147540,174978,Full-time,2021-01-01,Medium,161259.0,Top
Machine Learning Engineer,MNC,Education,UK,Manchester,Hybrid,Senior,5.0,141470,174969,Full-time,2021-01-01,Medium,158219.5,Top
Applied Scientist,Research Lab,Retail,Germany,Remote,Remote,Senior,5.0,140142,174963,Full-time,2021-01-01,Large,157552.5,Top
Applied Scientist,Research Lab,Education,UK,Remote,Remote,Senior,5.0,142159,174959,Full-time,2021-01-01,Small,158559.0,Top
Applied Scientist,MNC,Education,Australia,Brisbane,Hybrid,Senior,5.0,144447,174927,Full-time,2021-01-01,Medium,159687.0,Top
AI Researcher,Startup,Healthcare,Australia,Melbourne,Onsite,Senior,5.0,154250,174926,Full-time,2021-01-01,Medium,164588.0,Top
Data Analyst,Startup,Finance,India,Remote,Remote,Senior,5.0,145122,174919,Full-time,2021-01-01,Medium,160020.5,Top
Data Scientist,Startup,Tech,India,Bangalore,Onsite,Senior,5.0,154566,174906,Full-time,2021-01-01,Medium,164736.0,Top
Applied Scientist,Research Lab,Healthcare,Australia,Melbourne,Hybrid,Senior,5.0,151352,174905,Full-time,2021-01-01,Large,163128.5,Top
MLOps Engineer,Startup,Education,Germany,Berlin,Hybrid,Senior,5.0,143483,174904,Full-time,2021-01-01,Medium,159193.5,Top
Applied Scientist,MNC,Finance,Germany,Berlin,Hybrid,Senior,5.0,144065,174888,Full-time,2021-01-01,Small,159476.5,Top
MLOps Engineer,MNC,Finance,Canada,Montreal,Onsite,Senior,5.0,144534,174875,Full-time,2021-01-01,Large,159704.5,Top
MLOps Engineer,MNC,Healthcare,Germany,Munich,Hybrid,Senior,5.0,142325,174862,Full-time,2021-01-01,Medium,158593.5,Top
MLOps Engineer,Startup,Finance,Australia,Remote,Remote,Senior,5.0,145786,174855,Full-time,2021-01-01,Large,160320.5,Top
Data Scientist,Startup,Education,Australia,Sydney,Hybrid,Senior,5.0,142587,174855,Full-time,2021-01-01,Large,158721.0,Top
AI Researcher,Research Lab,Tech,USA,San Francisco,Onsite,Senior,5.0,151292,174829,Full-time,2021-01-01,Medium,163060.5,Top
MLOps Engineer,Startup,Education,Canada,Montreal,Hybrid,Senior,5.0,149559,174813,Full-time,2021-01-01,Medium,162186.0,Top
MLOps Engineer,Startup,Healthcare,Canada,Vancouver,Onsite,Senior,5.0,151431,174802,Full-time,2021-01-01,Small,163116.5,Top
Applied Scientist,Research Lab,Retail,UK,London,Onsite,Senior,5.0,154340,174789,Full-time,2021-01-01,Small,164564.5,Top
Data Scientist,Startup,Education,Australia,Remote,Remote,Senior,5.0,143710,174786,Full-time,2021-01-01,Large,159248.0,Top
MLOps Engineer,Startup,Healthcare,Canada,Montreal,Hybrid,Senior,5.0,145755,174779,Full-time,2021-01-01,Medium,160267.0,Top
Machine Learning Engineer,MNC,Education,Australia,Melbourne,Onsite,Senior,5.0,150120,174778,Full-time,2021-01-01,Small,162449.0,Top
AI Researcher,Startup,Tech,USA,Remote,Remote,Senior,5.0,151770,174774,Full-time,2021-01-01,Medium,163272.0,Top
Data Scientist,Research Lab,Education,UK,Manchester,Hybrid,Senior,5.0,150271,174769,Full-time,2021-01-01,Small,162520.0,Top
Data Analyst,Startup,Retail,Germany,Frankfurt,Onsite,Senior,5.0,151759,174759,Full-time,2021-01-01,Medium,163259.0,Top
Data Analyst,MNC,Healthcare,Australia,Melbourne,Onsite,Senior,5.0,141064,174751,Full-time,2021-01-01,Medium,157907.5,Top
AI Researcher,Startup,Education,Canada,Toronto,Hybrid,Senior,5.0,154569,174746,Full-time,2021-01-01,Small,164657.5,Top
Data Analyst,Startup,Finance,Australia,Melbourne,Hybrid,Senior,5.0,150807,174746,Full-time,2021-01-01,Large,162776.5,Top
Applied Scientist,Startup,Education,USA,Seattle,Hybrid,Senior,5.0,143403,174744,Full-time,2021-01-01,Large,159073.5,Top
Data Analyst,MNC,Education,Germany,Frankfurt,Hybrid,Senior,5.0,142346,174740,Full-time,2021-01-01,Large,158543.0,Top
Data Scientist,Startup,Retail,USA,Seattle,Hybrid,Senior,5.0,144047,174734,Full-time,2021-01-01,Large,159390.5,Top
Data Analyst,Research Lab,Tech,Germany,Remote,Remote,Senior,5.0,146930,174719,Full-time,2021-01-01,Large,160824.5,Top
Data Scientist,MNC,Retail,UK,Remote,Remote,Senior,5.0,148502,174705,Full-time,2021-01-01,Large,161603.5,Top
Machine Learning Engineer,MNC,Healthcare,Germany,Remote,Remote,Senior,5.0,153130,174704,Full-time,2021-01-01,Medium,163917.0,Top
Data Analyst,MNC,Healthcare,Canada,Remote,Remote,Senior,5.0,147424,174695,Full-time,2021-01-01,Medium,161059.5,Top
Data Scientist,Research Lab,Healthcare,USA,Boston,Onsite,Senior,5.0,152093,174685,Full-time,2021-01-01,Small,163389.0,Top
Applied Scientist,MNC,Tech,USA,New York,Hybrid,Senior,5.0,145698,174682,Full-time,2021-01-01,Large,160190.0,Top
Applied Scientist,MNC,Education,India,Bangalore,Onsite,Senior,5.0,148855,174679,Full-time,2021-01-01,Small,161767.0,Top
AI Researcher,MNC,Tech,India,Hyderabad,Onsite,Senior,5.0,153865,174672,Full-time,2021-01-01,Large,164268.5,Top
Data Analyst,Research Lab,Retail,USA,Seattle,Hybrid,Senior,5.0,148858,174644,Full-time,2021-01-01,Large,161751.0,Top
AI Researcher,Startup,Education,UK,Manchester,Onsite,Senior,5.0,144309,174631,Full-time,2021-01-01,Medium,159470.0,Top
Data Scientist,Startup,Retail,Australia,Brisbane,Onsite,Senior,5.0,143655,174628,Full-time,2021-01-01,Medium,159141.5,Top
Machine Learning Engineer,Research Lab,Healthcare,Canada,Remote,Remote,Senior,5.0,153239,174581,Full-time,2021-01-01,Medium,163910.0,Top
Applied Scientist,Research Lab,Education,UK,Manchester,Hybrid,Senior,5.0,151652,174581,Full-time,2021-01-01,Small,163116.5,Top
Data Scientist,MNC,Tech,USA,Boston,Onsite,Senior,5.0,142358,174572,Full-time,2021-01-01,Small,158465.0,Top
Applied Scientist,MNC,Education,USA,Remote,Remote,Senior,5.0,141766,174570,Full-time,2021-01-01,Small,158168.0,Top
AI Researcher,MNC,Tech,UK,Manchester,Hybrid,Senior,5.0,141929,174568,Full-time,2021-01-01,Small,158248.5,Top
AI Researcher,Research Lab,Finance,USA,San Francisco,Onsite,Senior,5.0,146209,174564,Full-time,2021-01-01,Large,160386.5,Top
MLOps Engineer,MNC,Education,India,Delhi,Onsite,Senior,5.0,151057,174547,Full-time,2021-01-01,Large,162802.0,Top
Applied Scientist,Startup,Tech,UK,London,Hybrid,Senior,5.0,147407,174534,Full-time,2021-01-01,Large,160970.5,Top
Data Scientist,Research Lab,Healthcare,Germany,Remote,Remote,Senior,5.0,141376,174529,Full-time,2021-01-01,Medium,157952.5,Top
Applied Scientist,Research Lab,Education,Canada,Remote,Remote,Senior,5.0,153836,174514,Full-time,2021-01-01,Medium,164175.0,Top
AI Researcher,MNC,Tech,Canada,Remote,Remote,Senior,5.0,150800,174512,Full-time,2021-01-01,Large,162656.0,Top
Applied Scientist,Startup,Retail,Australia,Brisbane,Hybrid,Senior,5.0,153794,174506,Full-time,2021-01-01,Medium,164150.0,Top
Data Scientist,MNC,Tech,USA,Remote,Remote,Senior,5.0,152890,174503,Full-time,2021-01-01,Medium,163696.5,Top
Machine Learning Engineer,Startup,Retail,Germany,Hamburg,Hybrid,Senior,5.0,141493,174480,Full-time,2021-01-01,Small,157986.5,Top
MLOps Engineer,Research Lab,Education,India,Chennai,Hybrid,Senior,5.0,151956,174478,Full-time,2021-01-01,Medium,163217.0,Top
MLOps Engineer,MNC,Education,India,Delhi,Onsite,Senior,5.0,154481,174477,Full-time,2021-01-01,Medium,164479.0,Top
Data Analyst,Research Lab,Tech,UK,London,Hybrid,Senior,5.0,149557,174475,Full-time,2021-01-01,Large,162016.0,Top
MLOps Engineer,Research Lab,Education,India,Chennai,Hybrid,Senior,5.0,141615,174473,Full-time,2021-01-01,Large,158044.0,Top
Applied Scientist,Research Lab,Education,Germany,Berlin,Onsite,Senior,5.0,145835,174472,Full-time,2021-01-01,Medium,160153.5,Top
MLOps Engineer,MNC,Healthcare,India,Chennai,Hybrid,Senior,5.0,143117,174472,Full-time,2021-01-01,Medium,158794.5,Top
Data Analyst,Startup,Finance,USA,Remote,Remote,Senior,5.0,141529,174472,Full-time,2021-01-01,Large,158000.5,Top
MLOps Engineer,Startup,Finance,Canada,Vancouver,Onsite,Senior,5.0,141618,174471,Full-time,2021-01-01,Large,158044.5,Top
Machine Learning Engineer,MNC,Tech,Canada,Remote,Remote,Senior,5.0,149250,174467,Full-time,2021-01-01,Large,161858.5,Top
Data Analyst,Startup,Healthcare,India,Remote,Remote,Senior,5.0,142254,174446,Full-time,2021-01-01,Small,158350.0,Top
Applied Scientist,MNC,Education,UK,Manchester,Hybrid,Senior,5.0,141338,174441,Full-time,2021-01-01,Medium,157889.5,Top
Machine Learning Engineer,Startup,Tech,UK,Remote,Remote,Senior,5.0,142520,174438,Full-time,2021-01-01,Large,158479.0,Top
MLOps Engineer,Startup,Tech,Australia,Remote,Remote,Senior,5.0,141558,174425,Full-time,2021-01-01,Medium,157991.5,Top
Data Analyst,Startup,Finance,UK,London,Onsite,Senior,5.0,140174,174404,Full-time,2021-01-01,Medium,157289.0,Top
Applied Scientist,Research Lab,Finance,India,Delhi,Hybrid,Senior,5.0,153673,174378,Full-time,2021-01-01,Medium,164025.5,Top
Data Scientist,MNC,Healthcare,Australia,Sydney,Hybrid,Senior,5.0,150333,174377,Full-time,2021-01-01,Medium,162355.0,Top
Data Scientist,MNC,Finance,India,Remote,Remote,Senior,5.0,149437,174376,Full-time,2021-01-01,Large,161906.5,Top
Data Scientist,Startup,Healthcare,Germany,Munich,Onsite,Senior,5.0,144507,174342,Full-time,2021-01-01,Large,159424.5,Top
Data Scientist,MNC,Finance,UK,London,Onsite,Senior,5.0,141152,174330,Full-time,2021-01-01,Medium,157741.0,Top
Applied Scientist,Startup,Finance,Canada,Vancouver,Onsite,Senior,5.0,144097,174328,Full-time,2021-01-01,Small,159212.5,Top
Data Analyst,Research Lab,Tech,Australia,Remote,Remote,Senior,5.0,145196,174326,Full-time,2021-01-01,Large,159761.0,Top
MLOps Engineer,Startup,Tech,India,Pune,Hybrid,Senior,5.0,143075,174319,Full-time,2021-01-01,Large,158697.0,Top
Data Analyst,Research Lab,Retail,India,Bangalore,Hybrid,Senior,5.0,147084,174293,Full-time,2021-01-01,Medium,160688.5,Top
MLOps Engineer,Research Lab,Tech,India,Chennai,Hybrid,Senior,5.0,151434,174285,Full-time,2021-01-01,Large,162859.5,Top
AI Researcher,MNC,Tech,Canada,Remote,Remote,Senior,5.0,146783,174275,Full-time,2021-01-01,Medium,160529.0,Top
AI Researcher,Startup,Healthcare,Germany,Frankfurt,Onsite,Senior,5.0,154966,174246,Full-time,2021-01-01,Large,164606.0,Top
AI Researcher,MNC,Tech,Australia,Melbourne,Hybrid,Senior,5.0,147557,174243,Full-time,2021-01-01,Large,160900.0,Top
MLOps Engineer,MNC,Tech,Canada,Remote,Remote,Senior,5.0,151863,174240,Full-time,2021-01-01,Small,163051.5,Top
Data Scientist,Startup,Finance,UK,Birmingham,Hybrid,Senior,5.0,147304,174227,Full-time,2021-01-01,Small,160765.5,Top
Data Scientist,MNC,Healthcare,Australia,Remote,Remote,Senior,5.0,147238,174212,Full-time,2021-01-01,Small,160725.0,Top
