FECHA;DIA;Co01TMax;Co01HTMax;Co01TMin;Co01HTMin;Co01TMed;Co01HumMax;Co01HumMin;Co01HumMed;Co01VelViento;Co01VelVientoMax;Co01DirViento;Co01Rad;Co01Precip;Co01ETo
28/09/25;271;20.6;12:10;15.6;23:56;17.2;96.0;28.1;80.9;1.3;5.3;180.4;7.6;14.2;2.3
27/09/25;270;28.4;13:54;7.4;6:20;19.1;72.2;21.6;41.3;1.1;5.1;203.7;17.4;0.0;3.6
26/09/25;269;29.3;15:04;8.6;6:14;19.2;79.9;13.7;42.2;0.8;5.1;267.8;20.5;0.0;3.5
25/09/25;268;28.2;13:58;9.0;5:54;18.7;57.0;21.5;38.0;0.7;3.8;234.1;19.3;0.0;3.3
24/09/25;267;27.8;15:32;6.1;3:44;16.8;56.2;12.5;30.7;0.8;4.9;251.6;20.4;0.0;3.5
23/09/25;266;26.2;15:54;8.2;5:50;17.5;45.4;11.0;26.3;1.3;6.2;345.2;21.6;0.0;4.1
22/09/25;265;26.0;15:08;6.4;6:00;17.0;67.0;12.9;31.4;1.1;4.8;287.3;22.0;0.0;3.8
21/09/25;264;26.0;14:56;12.9;23:52;20.2;77.3;13.2;40.5;2.2;7.9;306.7;20.8;0.0;4.9
20/09/25;263;34.1;15:08;15.6;6:20;25.3;64.7;17.1;36.8;1.0;4.8;236.1;18.5;0.0;4.2
19/09/25;262;32.8;15:18;20.1;24:00;26.9;58.1;19.3;32.5;1.4;6.0;164.8;9.7;0.0;3.9
18/09/25;261;37.1;13:32;16.5;2:24;27.4;62.4;12.7;34.3;1.1;5.6;163.1;19.4;0.0;4.8
17/09/25;260;37.1;15:46;14.0;5:38;26.0;72.1;12.0;36.7;0.6;4.2;195.9;21.9;0.0;4.1
16/09/25;259;36.7;14:34;13.5;6:12;25.4;70.1;15.3;37.8;0.6;3.5;225.7;21.8;0.0;4.1
15/09/25;258;35.7;14:44;12.0;5:50;24.5;70.4;12.1;35.2;0.7;4.7;267.5;22.2;0.0;4.3
14/09/25;257;33.4;15:44;12.4;6:08;23.3;79.4;15.0;40.0;0.8;4.0;275.4;22.6;0.0;4.3
13/09/25;256;32.1;14:04;14.5;5:50;23.3;77.6;15.1;42.8;1.3;6.5;293.6;21.7;0.0;4.9
12/09/25;255;34.3;15:28;12.8;5:44;23.6;74.5;15.6;40.9;1.1;4.7;286.6;22.9;0.0;5.0
11/09/25;254;31.9;15:40;14.2;6:02;22.4;100.0;18.9;57.3;1.5;5.5;308.0;22.0;0.0;5.1
10/09/25;253;27.8;15:02;13.8;5:10;20.5;92.0;37.1;64.6;3.0;7.0;303.3;22.3;0.0;5.3
09/09/25;252;26.5;13:38;10.4;5:58;19.4;82.2;14.1;44.0;2.0;6.9;303.4;22.1;0.0;5.0
08/09/25;251;30.4;15:32;16.6;4:06;22.5;89.8;26.0;55.9;1.6;6.7;309.6;18.5;0.0;4.6
07/09/25;250;31.8;12:32;18.2;5:50;24.8;87.2;15.8;48.8;1.3;4.2;229.3;18.5;0.0;4.6
06/09/25;249;34.4;14:50;18.2;5:58;26.6;77.0;25.1;46.1;1.9;7.5;167.6;21.5;0.0;5.8
05/09/25;248;35.3;14:26;11.7;6:26;24.2;64.6;11.1;33.3;1.1;5.1;204.5;22.7;0.0;5.2
04/09/25;247;31.5;14:26;15.0;23:08;22.4;87.8;11.3;40.3;1.2;5.0;300.3;22.8;0.0;5.0
03/09/25;246;32.9;15:18;10.6;6:00;22.5;65.4;13.2;37.2;0.9;4.9;282.9;24.8;0.0;4.8
02/09/25;245;29.7;16:22;9.4;5:30;19.8;75.9;15.2;40.8;0.9;4.4;280.6;24.7;0.0;4.5
01/09/25;244;26.2;15:04;12.3;6:08;18.8;82.2;20.9;47.0;2.5;7.7;314.5;25.0;0.0;5.6
31/08/25;243;28.8;13:36;13.5;5:52;21.7;81.9;36.1;52.2;2.5;8.4;300.9;21.8;0.0;5.3
30/08/25;242;32.6;15:52;14.7;5:34;24.0;81.8;25.7;48.1;1.4;5.7;298.4;24.0;0.0;5.4
29/08/25;241;29.3;16:18;14.0;5:38;21.6;75.9;23.4;46.5;2.3;7.1;303.5;24.8;0.0;6.0
28/08/25;240;26.7;15:18;15.1;6:02;20.9;82.8;20.3;48.6;3.0;7.6;301.2;25.7;0.0;6.2
27/08/25;239;33.5;15:08;18.8;6:18;26.2;63.4;16.2;36.1;2.0;8.4;292.4;23.4;0.0;6.4
26/08/25;238;36.1;13:42;19.2;5:40;27.7;66.4;20.1;41.7;0.8;4.2;206.1;20.4;0.0;4.7
25/08/25;237;36.7;14:16;20.6;5:50;28.2;82.4;14.5;40.8;1.4;6.7;167.0;23.9;0.4;6.1
24/08/25;236;33.9;14:12;13.9;5:58;24.7;80.2;21.6;44.6;0.8;5.5;209.7;23.3;0.0;4.8
23/08/25;235;32.9;14:00;15.6;6:10;24.7;76.0;15.2;39.2;1.2;5.0;195.3;26.5;0.0;5.7
22/08/25;234;33.5;16:34;13.4;6:04;24.6;80.5;16.4;43.5;0.8;3.7;242.2;22.1;0.0;4.7
21/08/25;233;31.5;15:32;14.2;5:48;23.4;75.6;18.3;43.4;1.1;5.5;290.9;23.0;0.0;5.0
20/08/25;232;30.0;15:52;13.8;5:56;22.4;86.2;18.0;47.9;1.7;6.9;299.0;24.7;0.0;5.6
19/08/25;231;30.9;14:22;13.5;5:50;23.5;77.7;22.8;43.3;1.6;5.9;299.6;22.6;0.0;5.4
18/08/25;230;35.6;12:40;19.5;4:54;28.0;59.0;11.9;28.4;1.3;5.6;291.3;15.0;0.0;5.0
17/08/25;229;42.7;13:50;22.2;5:34;32.3;49.7;9.4;24.3;1.1;6.9;230.3;23.1;0.0;6.3
16/08/25;228;42.0;14:52;19.0;6:22;30.9;57.0;9.2;25.6;0.8;5.0;204.4;25.7;0.0;5.9
15/08/25;227;40.3;15:40;22.0;3:44;31.3;36.1;8.7;20.8;1.4;7.0;160.2;27.1;0.0;7.1
14/08/25;226;39.0;15:26;21.7;6:00;31.0;39.9;11.5;21.7;1.4;5.9;149.2;25.5;0.0;6.7
13/08/25;225;39.5;15:14;19.8;5:38;30.9;59.5;12.7;28.2;1.3;6.0;179.9;26.7;0.0;6.7
12/08/25;224;41.5;14:48;21.2;4:50;30.9;55.2;9.9;28.6;1.3;7.7;191.6;25.4;0.0;7.0
11/08/25;223;41.3;16:16;18.7;5:12;30.6;59.1;9.8;27.1;0.8;5.2;261.6;26.9;0.0;6.1
10/08/25;222;39.8;15:18;18.2;5:42;29.9;70.6;11.9;30.6;1.2;5.5;177.0;27.5;0.0;6.8
09/08/25;221;39.0;13:28;18.1;5:54;29.5;71.9;12.0;34.1;1.2;5.9;178.5;27.5;0.0;6.7
08/08/25;220;37.3;15:02;19.3;5:28;29.3;73.0;14.9;36.6;1.3;7.1;188.3;27.4;0.0;6.6
07/08/25;219;38.6;14:02;16.6;5:28;28.6;67.6;12.9;35.1;1.0;5.3;193.3;27.4;0.0;6.3
06/08/25;218;37.7;15:54;18.1;5:26;28.4;56.9;11.6;31.8;1.0;6.0;193.2;28.5;0.0;6.3
05/08/25;217;39.6;15:26;19.8;5:42;29.7;69.5;9.3;31.0;1.1;5.0;193.1;28.0;0.0;6.7
04/08/25;216;39.1;14:06;18.9;5:52;29.6;73.9;13.5;35.7;1.0;5.0;179.9;27.6;0.0;6.5
03/08/25;215;39.7;15:02;18.0;6:08;30.2;59.4;9.8;25.8;1.2;5.6;135.9;29.1;0.0;7.0
02/08/25;214;38.3;14:14;19.8;5:44;29.0;68.0;12.5;33.2;1.4;6.2;147.6;29.0;0.0;7.2
01/08/25;213;36.1;13:56;19.7;5:04;28.4;67.0;15.6;34.1;1.4;5.0;170.8;28.6;0.0;6.9
31/07/25;212;36.6;14:56;20.9;5:18;28.8;66.2;17.6;36.5;1.6;5.1;166.6;27.9;0.0;7.2
30/07/25;211;37.1;16:44;18.4;1:48;28.1;79.2;15.9;42.3;1.1;4.3;175.2;29.0;0.0;6.6
29/07/25;210;36.1;17:16;17.0;5:18;27.5;54.8;15.2;30.8;1.0;3.9;238.8;29.1;0.0;6.3
28/07/25;209;38.8;16:10;16.6;5:00;28.6;49.4;5.3;25.6;1.2;5.9;280.6;29.8;0.0;7.0
27/07/25;208;37.5;14:24;14.8;4:46;27.7;69.2;9.0;31.0;1.2;6.0;271.3;30.4;0.0;6.9
26/07/25;207;35.9;15:54;16.2;5:30;27.0;79.5;15.2;37.7;0.9;4.4;229.6;29.8;0.0;6.3
25/07/25;206;35.2;14:40;18.3;5:48;26.8;82.2;13.1;41.4;1.2;5.7;8.5;29.7;0.0;6.7
24/07/25;205;35.5;15:56;13.8;5:24;26.1;78.4;13.8;36.2;1.2;5.3;300.7;29.6;0.0;6.6
23/07/25;204;32.7;11:42;15.8;5:42;23.8;75.7;22.0;42.8;1.4;6.9;300.9;20.5;0.0;5.4
22/07/25;203;36.7;17:00;13.1;5:12;25.4;55.5;11.6;28.6;1.1;5.5;291.3;30.6;0.0;6.8
21/07/25;202;33.0;16:26;14.5;4:52;23.7;72.8;8.9;34.7;1.2;4.3;294.0;31.2;0.0;6.6
20/07/25;201;30.7;16:06;15.4;5:18;23.4;76.6;29.7;49.4;2.5;6.5;306.1;30.3;0.0;7.1
19/07/25;200;32.0;15:42;16.2;4:36;23.9;90.8;19.4;49.4;2.4;6.4;301.6;30.2;0.0;7.4
18/07/25;199;34.1;14:54;14.5;5:32;25.5;64.0;13.9;32.6;2.4;7.5;301.1;30.9;0.0;8.1
17/07/25;198;40.0;15:06;17.4;5:44;29.6;60.6;9.5;27.4;1.2;7.0;287.2;30.4;0.0;7.4
16/07/25;197;40.4;14:14;16.4;5:20;29.9;56.7;8.4;28.0;0.8;4.6;262.9;30.4;0.0;6.6
15/07/25;196;39.7;16:30;16.2;5:24;28.9;70.6;9.0;32.2;0.8;4.2;293.6;30.9;0.0;6.7
14/07/25;195;37.5;15:04;14.7;4:44;27.3;73.9;13.8;37.4;1.0;4.6;279.2;30.4;0.0;6.7
13/07/25;194;32.7;16:12;13.1;5:24;23.7;90.4;16.0;48.1;0.9;4.5;292.0;31.2;0.0;6.2
12/07/25;193;28.1;16:16;15.5;4:10;21.2;90.0;33.1;61.2;1.1;4.5;221.6;16.8;0.0;4.0
11/07/25;192;30.9;15:56;15.7;5:14;22.7;98.7;29.5;61.1;1.4;5.9;223.3;28.3;0.0;6.0
10/07/25;191;34.9;14:30;17.8;4:58;26.9;92.0;24.4;52.9;1.2;6.3;208.4;30.8;0.0;6.8
09/07/25;190;35.7;15:54;16.8;5:22;27.6;87.6;13.5;45.3;1.4;5.9;203.0;30.7;0.0;7.1
08/07/25;189;35.9;14:52;19.6;5:26;28.7;73.0;18.1;42.1;1.3;5.2;186.7;30.4;0.0;7.1
07/07/25;188;38.8;14:08;18.8;4:56;29.7;72.3;14.0;36.7;0.9;4.7;258.0;28.5;0.0;6.6
06/07/25;187;37.5;15:24;18.8;4:38;28.8;70.0;16.2;38.7;0.9;5.7;206.9;30.0;0.0;6.6
05/07/25;186;35.9;14:16;17.5;5:24;28.1;89.5;15.6;41.1;1.0;5.4;194.0;30.8;0.0;6.7
04/07/25;185;36.9;12:58;18.4;5:10;29.1;66.7;14.0;34.6;1.3;5.8;168.2;31.0;0.0;7.2
03/07/25;184;38.5;15:02;19.8;4:40;30.0;73.5;10.3;34.9;1.6;6.5;163.3;30.9;0.0;7.9
02/07/25;183;39.4;15:10;21.9;5:34;30.8;55.1;12.1;29.5;1.2;6.4;185.8;29.8;0.0;7.4
01/07/25;182;38.3;17:46;16.6;5:12;28.9;97.6;13.4;45.0;1.1;5.3;170.3;29.9;0.0;7.0
30/06/25;181;40.3;15:18;18.4;5:10;28.3;83.4;11.3;41.5;1.3;7.0;245.0;25.9;4.8;7.2
29/06/25;180;40.5;12:44;18.3;5:08;29.5;55.9;10.3;30.1;1.2;10.0;146.4;22.4;0.6;6.6
28/06/25;179;40.5;16:02;19.4;5:14;30.2;61.0;10.7;29.2;0.8;4.5;168.5;28.9;0.0;6.6
27/06/25;178;38.6;14:54;15.1;4:32;28.5;66.4;9.8;30.6;0.7;4.5;183.1;31.3;0.0;6.5
26/06/25;177;35.8;15:10;13.2;4:30;25.8;88.3;13.7;43.4;0.9;5.4;286.2;31.4;0.0;6.6
25/06/25;176;30.7;14:56;11.8;5:20;21.7;99.4;22.7;57.8;1.4;6.1;286.0;31.1;0.0;6.4
24/06/25;175;31.0;16:00;17.2;--:--;24.2;88.8;29.3;58.3;1.3;5.0;219.0;18.4;1.6;4.7
23/06/25;174;37.3;15:26;19.5;1:28;28.8;66.2;13.3;34.2;1.7;8.3;167.5;23.0;0.0;7.0
22/06/25;173;36.8;16:32;17.7;5:20;28.2;71.3;12.4;33.4;1.3;6.8;186.7;28.4;0.0;6.9
21/06/25;172;37.9;15:02;18.9;5:36;29.3;66.2;15.1;34.3;1.3;6.0;204.0;29.6;0.0;7.2
20/06/25;171;38.3;14:18;19.8;2:10;30.1;56.1;14.8;30.4;1.7;5.6;183.1;29.7;0.0;7.9
19/06/25;170;38.7;15:04;21.1;3:16;28.5;62.2;11.7;32.2;1.4;9.7;136.1;18.7;0.0;6.3
18/06/25;169;38.9;16:08;17.8;5:06;29.0;69.8;13.0;34.1;0.9;3.8;231.8;28.0;0.0;6.5
17/06/25;168;39.5;13:54;20.0;4:18;30.5;61.0;12.3;29.6;1.4;5.5;184.6;28.4;0.0;7.5
16/06/25;167;38.9;13:36;16.7;4:54;29.0;76.5;15.4;37.0;1.2;5.4;156.7;29.4;0.0;7.2
15/06/25;166;35.7;14:40;14.8;5:04;26.1;75.6;17.7;40.2;0.7;5.3;229.8;25.7;0.0;5.6
14/06/25;165;35.4;15:38;15.2;3:40;25.8;88.3;19.6;44.8;0.8;5.1;294.0;29.5;0.0;6.2
13/06/25;164;34.7;15:22;12.6;5:00;24.2;81.2;14.9;43.4;0.9;4.4;289.5;30.7;0.0;6.4
12/06/25;163;32.5;16:22;11.7;5:04;22.7;93.4;17.1;49.9;0.8;4.2;290.5;30.5;0.0;5.9
11/06/25;162;30.3;13:12;16.7;--:--;23.6;95.9;32.1;59.0;1.4;7.3;214.3;27.3;0.0;5.8
10/06/25;161;37.1;12:34;17.3;2:16;25.9;85.9;13.4;53.8;1.6;8.4;163.0;17.1;0.0;6.1
09/06/25;160;34.8;16:10;16.2;5:10;26.1;73.0;21.0;39.6;0.9;5.1;188.3;18.5;0.0;4.8
08/06/25;159;39.2;15:50;12.6;5:12;27.0;74.7;10.2;33.3;0.7;4.3;289.2;29.9;0.0;6.3
07/06/25;158;34.7;15:40;12.0;4:46;24.0;86.8;11.0;41.0;1.1;5.7;289.6;31.4;0.0;6.7
06/06/25;157;33.1;14:36;11.8;5:08;23.0;92.8;15.0;43.8;0.9;5.5;270.5;30.0;0.0;6.1
05/06/25;156;31.5;16:46;11.0;4:52;21.5;94.5;12.9;48.6;0.8;4.4;282.4;30.9;0.0;5.9
04/06/25;155;27.0;17:04;9.2;5:30;18.5;95.5;28.2;58.1;1.0;4.5;280.5;27.6;0.0;5.1
03/06/25;154;25.3;14:54;13.1;23:56;19.2;97.3;31.2;69.1;1.6;6.3;246.0;22.1;0.0;4.7
02/06/25;153;29.0;14:00;15.2;4:44;22.0;93.3;26.6;58.0;1.3;5.5;190.4;28.1;0.0;5.7
01/06/25;152;35.3;14:24;15.1;5:16;26.0;80.1;15.0;40.5;1.3;5.9;182.7;28.1;0.0;6.6
31/05/25;151;36.9;15:12;15.2;5:14;27.0;80.1;12.7;37.4;1.1;5.9;179.8;29.9;0.0;6.8
30/05/25;150;36.3;15:32;16.9;5:00;27.0;59.8;12.3;32.0;0.7;3.6;211.3;28.5;0.0;5.9
29/05/25;149;35.9;14:42;12.9;4:30;25.6;78.0;13.5;36.5;1.3;6.7;161.5;30.4;0.0;7.0
28/05/25;148;35.6;15:34;11.6;5:16;24.2;89.8;13.3;43.2;0.7;5.4;161.3;28.2;0.0;5.8
27/05/25;147;34.2;14:22;11.4;5:40;23.7;93.4;14.8;44.2;0.8;6.4;194.6;30.5;0.0;6.1
26/05/25;146;32.7;16:00;15.6;23:50;27.3;78.2;16.9;33.2;1.2;5.3;290.6;21.8;0.0;5.3
23/05/25;143;n/d;--:--;n/d;--:--;n/d;n/d;n/d;n/d;n/d;n/d;n/d;n/d;n/d;n/d
22/05/25;142;n/d;--:--;n/d;--:--;n/d;n/d;n/d;n/d;n/d;n/d;n/d;n/d;n/d;n/d
21/05/25;141;n/d;--:--;n/d;--:--;n/d;n/d;n/d;n/d;n/d;n/d;n/d;n/d;n/d;n/d
16/05/25;136;25.0;15:30;6.1;4:52;16.2;100.0;29.2;66.7;0.8;4.4;325.1;28.6;0.0;4.7
15/05/25;135;22.7;15:48;4.9;5:28;14.3;100.0;30.8;69.5;1.0;6.1;332.6;28.9;0.0;4.6
14/05/25;134;22.1;14:42;8.2;5:30;15.1;100.0;31.8;69.0;2.0;7.0;308.5;30.6;0.0;5.1
13/05/25;133;21.9;14:30;5.5;5:30;14.2;100.0;31.4;70.0;1.3;6.4;293.0;26.8;0.0;4.4
12/05/25;132;21.6;16:44;3.7;5:14;13.1;100.0;27.5;65.7;0.9;5.2;268.8;27.8;0.0;4.3
11/05/25;131;19.6;17:02;6.6;5:12;13.0;100.0;28.9;70.5;1.5;6.6;292.5;28.9;0.0;4.5
10/05/25;130;20.1;13:16;8.2;5:42;14.0;100.0;38.6;77.3;1.3;5.6;246.1;20.1;2.2;3.5
09/05/25;129;20.3;15:04;8.8;5:02;14.2;100.0;49.5;80.8;1.1;4.6;181.5;18.5;0.0;3.2
08/05/25;128;16.8;15:24;5.7;4:34;12.3;100.0;58.2;82.2;1.1;5.0;228.5;12.2;0.0;2.2
07/05/25;127;21.0;14:36;6.8;3:44;13.7;100.0;41.8;81.3;1.1;5.6;187.5;21.5;0.0;3.6
06/05/25;126;20.6;17:12;8.6;3:24;14.0;100.0;39.8;82.7;1.0;3.5;283.3;19.3;0.0;3.3
05/05/25;125;17.6;17:22;10.5;00:50;13.4;100.0;68.1;89.3;1.9;7.1;283.4;13.3;0.4;2.3
04/05/25;124;17.3;16:02;10.6;5:40;13.3;100.0;61.9;88.6;1.7;5.5;228.7;18.0;0.2;2.9
03/05/25;123;18.2;13:46;9.3;4:34;13.3;100.0;67.9;91.1;1.6;7.6;180.1;16.1;1.2;2.6
02/05/25;122;17.9;16:00;10.4;4:30;13.8;100.0;78.8;93.0;2.2;3.9;162.9;16.4;102.8;2.5
01/05/25;121;23.2;15:40;8.1;6:00;15.7;100.0;44.3;77.4;1.6;7.3;153.4;23.9;1.6;4.2
30/04/25;120;18.0;10:52;10.4;24:00;12.7;100.0;72.3;91.9;1.3;2.9;146.7;6.2;13.3;1.5
29/04/25;119;23.3;15:28;9.6;3:22;16.7;95.1;28.7;56.8;2.3;6.3;139.2;25.9;0.0;5.0
28/04/25;118;24.8;15:12;5.6;4:26;15.9;100.0;30.7;61.0;2.1;6.6;133.3;29.2;0.0;5.3
27/04/25;117;23.7;15:04;7.0;4:58;15.9;98.2;24.6;60.5;1.4;5.1;2.4;29.6;0.0;4.9
26/04/25;116;21.9;16:48;8.6;5:52;15.2;100.0;35.0;73.8;1.7;5.2;316.3;28.5;0.0;4.6
25/04/25;115;26.2;14:14;8.5;5:38;17.7;100.0;34.4;72.2;1.7;5.9;287.2;26.6;0.0;5.0
24/04/25;114;26.9;15:36;6.4;5:40;17.0;100.0;27.1;67.8;0.9;4.6;176.9;28.5;0.4;4.8
23/04/25;113;23.6;15:32;5.2;5:20;14.9;100.0;35.7;71.7;1.0;4.2;316.8;28.0;0.2;4.4
22/04/25;112;19.8;14:34;8.0;22:58;13.5;100.0;43.7;79.1;1.5;5.2;310.0;24.2;10.2;3.8
21/04/25;111;n/d;--:--;n/d;--:--;n/d;n/d;n/d;n/d;n/d;n/d;n/d;n/d;n/d;n/d
17/04/25;107;17.5;14:36;6.8;23:54;12.1;100.0;62.6;86.9;1.8;6.0;285.7;16.9;0.0;2.6
16/04/25;106;16.0;16:08;3.5;4:30;9.4;100.0;47.5;80.3;2.9;7.5;280.9;21.5;0.0;3.2
15/04/25;105;12.8;13:40;4.8;23:30;8.7;99.7;52.4;82.2;3.6;11.6;291.1;18.5;1.8;2.7
14/04/25;104;17.8;13:52;8.4;23:10;11.9;100.0;43.6;86.5;1.9;7.1;239.2;14.9;6.8;2.8
13/04/25;103;19.9;16:16;8.0;3:16;12.9;100.0;54.3;93.7;0.8;4.7;246.2;16.2;1.8;2.6
12/04/25;102;18.4;14:42;10.5;23:58;14.2;100.0;70.5;91.7;1.6;5.7;175.5;11.0;0.0;2.0
11/04/25;101;21.5;15:40;11.3;6:14;15.7;100.0;53.2;83.1;1.5;6.8;149.7;18.2;7.4;3.2
10/04/25;100;24.4;14:30;13.8;6:02;18.1;91.4;30.2;62.1;1.4;5.9;136.6;19.0;0.0;3.9
09/04/25;99;26.2;15:04;6.3;6:18;16.6;100.0;22.3;66.2;1.1;5.0;138.0;21.9;0.0;4.1
08/04/25;98;24.4;15:22;5.4;5:54;14.9;100.0;23.3;68.8;1.2;5.7;142.9;23.2;0.0;4.1
07/04/25;97;22.5;16:50;4.6;5:38;13.3;100.0;30.3;74.3;0.7;4.3;154.0;22.3;0.0;3.3
06/04/25;96;18.2;12:42;3.7;5:20;11.1;100.0;39.0;82.0;0.7;4.1;221.4;16.0;0.2;2.4
05/04/25;95;16.8;14:34;4.4;6:30;10.5;100.0;41.7;83.5;0.9;4.0;246.3;16.3;0.2;2.5
04/04/25;94;13.6;15:30;8.4;23:26;11.2;100.0;82.9;96.6;2.9;9.9;190.9;6.1;38.6;1.2
03/04/25;93;14.4;14:40;7.9;4:18;10.5;100.0;78.8;95.9;2.8;7.5;128.7;9.5;24.0;1.5
02/04/25;92;18.2;13:28;6.4;3:50;11.3;100.0;55.2;92.3;1.9;8.2;163.8;12.3;6.4;2.3
01/04/25;91;21.2;14:50;4.2;5:52;12.6;100.0;35.2;77.4;0.9;4.2;224.8;17.6;0.0;2.9
31/03/25;90;23.8;14:44;1.4;6:18;12.5;100.0;15.5;62.7;1.4;6.2;140.6;22.8;0.0;4.1
30/03/25;89;19.4;15:30;2.9;6:30;12.0;95.5;20.7;52.0;1.6;6.8;44.0;22.3;0.0;3.6
29/03/25;88;21.2;14:20;2.0;6:20;12.0;100.0;27.4;68.0;1.2;5.8;318.5;21.9;0.0;3.4
28/03/25;87;19.0;14:02;2.2;5:56;10.7;100.0;29.3;74.3;1.5;7.4;302.3;21.8;0.2;3.3
27/03/25;86;18.2;15:28;2.5;6:08;10.0;100.0;36.8;75.8;1.1;5.5;276.4;17.9;0.0;2.7
26/03/25;85;17.6;14:40;1.8;6:46;9.6;100.0;35.3;73.6;1.2;6.6;286.8;20.5;0.0;2.9
25/03/25;84;16.3;14:42;4.2;00:32;9.7;100.0;42.3;78.6;1.3;6.3;359.5;17.5;0.0;2.5
24/03/25;83;14.2;15:20;1.3;5:20;7.1;100.0;47.8;84.0;1.4;5.5;297.5;18.2;0.0;2.3
23/03/25;82;10.2;16:50;3.1;23:48;6.3;100.0;66.3;92.3;1.4;7.7;286.0;7.0;3.2;1.2
22/03/25;81;11.9;12:42;4.0;6:36;7.3;97.2;69.3;86.6;3.1;11.1;256.1;11.0;0.8;1.6
21/03/25;80;12.4;11:30;5.9;6:44;9.7;100.0;80.2;93.3;3.3;9.9;219.3;10.6;13.2;1.4
20/03/25;79;15.8;14:10;8.8;2:00;11.6;100.0;64.2;88.4;3.5;11.7;171.7;12.7;40.6;2.1
19/03/25;78;18.7;15:20;7.0;5:34;12.1;100.0;48.3;79.2;3.1;9.6;137.1;15.9;0.0;3.0
18/03/25;77;14.6;14:34;8.3;23:30;10.7;100.0;62.8;89.4;2.8;10.6;207.7;9.3;11.2;1.8
17/03/25;76;11.6;13:50;7.2;3:30;8.8;100.0;89.3;98.7;3.6;10.2;138.0;5.8;60.2;0.9
16/03/25;75;13.2;15:22;4.8;2:16;8.8;100.0;61.8;89.1;2.1;8.3;228.3;10.9;7.8;1.7
15/03/25;74;12.8;15:38;-1.5;6:44;6.2;100.0;35.7;78.0;1.3;5.8;259.2;15.3;0.8;2.1
14/03/25;73;10.4;15:50;2.0;23:58;7.1;100.0;73.2;94.9;1.8;7.4;291.6;8.0;2.8;1.2
13/03/25;72;12.1;12:20;6.8;9:02;8.6;100.0;80.0;97.0;1.8;10.3;197.8;7.1;20.6;1.1
12/03/25;71;13.8;14:08;7.4;4:28;9.5;100.0;41.9;84.5;2.0;6.7;252.1;9.8;4.0;2.0
11/03/25;70;14.8;12:44;8.2;4:14;10.4;100.0;68.1;89.8;2.8;8.8;250.5;11.9;3.4;1.8
10/03/25;69;12.9;14:04;6.0;1:26;8.8;100.0;81.0;96.2;2.3;8.8;179.2;9.8;8.6;1.3
09/03/25;68;10.1;16:02;4.9;1:32;7.2;100.0;79.1;92.6;2.2;7.0;179.2;10.4;2.2;1.2
08/03/25;67;11.0;14:10;6.0;23:58;8.8;100.0;70.4;93.4;3.8;14.0;185.3;6.3;29.6;1.3
07/03/25;66;15.4;15:58;6.8;1:28;10.4;100.0;62.0;89.7;2.3;8.8;164.5;9.0;5.8;1.7
06/03/25;65;17.6;14:58;7.6;23:42;11.5;100.0;54.2;87.3;0.8;4.4;109.9;11.9;7.0;1.8
05/03/25;64;15.9;11:20;5.8;6:18;11.2;100.0;59.9;87.5;0.9;5.6;101.1;7.3;3.0;1.4
04/03/25;63;17.3;12:18;5.0;5:38;11.1;100.0;52.3;84.0;1.1;5.3;145.9;9.9;0.4;1.7
03/03/25;62;13.9;16:26;7.1;1:36;9.2;100.0;81.3;95.2;1.3;5.5;121.7;6.8;13.6;1.1
02/03/25;61;10.0;13:40;6.1;6:10;7.8;100.0;88.1;97.4;1.3;4.4;117.6;4.4;11.2;0.8
01/03/25;60;12.7;14:48;4.7;3:14;8.5;100.0;74.0;94.9;0.8;2.9;0.6;5.4;3.2;1.0
28/02/25;59;15.8;12:02;3.1;4:38;7.8;100.0;56.0;93.7;0.9;4.8;134.8;5.6;5.4;1.2
27/02/25;58;15.6;15:00;5.2;6:54;9.3;100.0;49.1;81.6;1.2;5.5;181.5;14.3;0.0;1.9
26/02/25;57;17.2;14:54;-0.5;6:10;7.8;100.0;35.8;78.6;1.0;5.3;170.4;15.7;0.2;2.0
25/02/25;56;15.5;15:48;2.6;23:54;7.6;100.0;57.0;92.5;1.1;7.9;263.0;6.4;3.4;1.3
24/02/25;55;18.0;14:50;0.9;6:24;8.6;100.0;37.2;79.5;0.6;5.3;214.0;12.8;0.0;1.7
23/02/25;54;17.8;13:54;2.0;7:32;8.8;100.0;34.2;78.2;0.7;3.9;274.1;15.0;0.2;1.8
22/02/25;53;14.6;15:22;5.2;23:44;9.8;100.0;50.5;85.1;2.0;7.3;312.1;12.5;2.2;1.9
21/02/25;52;16.9;15:04;5.2;7:08;11.1;100.0;56.1;84.5;1.6;6.6;171.3;11.8;3.4;1.8
20/02/25;51;20.2;15:46;2.5;7:06;10.6;100.0;37.4;80.9;0.5;3.8;264.3;14.0;0.0;1.7
19/02/25;50;17.5;14:18;6.1;23:38;11.1;100.0;54.8;85.2;1.1;4.4;252.2;11.0;0.0;1.6
18/02/25;49;17.3;13:58;5.3;2:38;11.0;100.0;51.4;79.6;1.8;7.3;154.3;9.7;0.2;1.8
17/02/25;48;18.5;13:30;1.6;6:12;9.4;100.0;47.1;83.9;0.6;3.4;155.8;12.2;0.0;1.5
16/02/25;47;18.3;14:50;2.4;6:16;9.9;100.0;43.3;77.0;0.9;4.1;272.0;14.0;0.0;1.8
