ID,Presion,Caudal,Vibracion,Estado
1958,117.05,42.14,3.62,Precaución
1959,89.66,65.27,5.04,Normal
1960,102.25,43.16,3.48,Normal
1961,98.41,11.08,5.08,Precaución
1962,101.97,54.59,6.25,Normal
1963,113.14,21.15,7.37,Normal
1964,107.97,63.54,5.87,Normal
1965,112.87,40.21,4.62,Normal
1966,90.2,41.06,5.64,Normal
1967,107.83,9.36,5.41,Crítico
1968,95.34,7.66,6.85,Normal
1969,85.54,49.1,4.96,Normal
1970,94.47,23.44,2.85,Normal
1971,112.06,13.53,3.91,Normal
1972,111.75,17.44,4.74,Normal
1973,76.53,44.84,3.61,Normal
1974,97.24,63.95,4.82,Normal
1975,89.07,32.15,3.48,Normal
1976,105.98,16.2,6.02,Normal
1977,103.18,73.61,5.46,Precaución
1978,96.1,18.38,4.19,Crítico
1979,86.06,20.37,2.06,Normal
1980,112.05,76.2,6.55,Normal
1981,93.87,69.91,6.0,Normal
1982,85.66,25.39,7.06,Normal
1983,72.58,19.69,5.69,Normal
1984,120.21,46.9,3.95,Normal
1985,92.32,51.43,3.97,Precaución
1986,92.65,66.37,3.43,Normal
1987,90.31,19.7,5.66,Crítico
1988,107.02,62.13,4.64,Normal
1989,102.52,34.36,5.67,Normal
1990,113.51,17.93,5.02,Normal
1991,84.46,44.08,5.71,Precaución
1992,106.42,10.8,4.29,Normal
1993,94.87,22.5,3.51,Normal
1994,92.52,49.09,5.46,Precaución
1995,98.88,72.01,4.61,Precaución
1996,97.97,31.93,7.76,Normal
1997,70.57,32.16,4.39,Normal
1998,85.36,69.12,6.04,Precaución
1999,104.87,44.07,7.28,Normal
2000,100.86,79.32,2.74,Crítico
2001,99.89,67.97,5.47,Precaución
2002,107.76,56.94,4.12,Precaución
2003,105.79,11.45,4.71,Normal
2004,94.33,43.47,4.49,Normal
2005,93.66,73.43,5.83,Normal
2006,105.91,37.82,4.45,Crítico
2007,97.0,65.37,2.26,Normal
2008,92.69,49.78,5.22,Normal
2009,113.5,67.59,4.34,Normal
2010,94.71,32.0,1.1,Normal
2011,100.18,15.59,3.24,Normal
2012,102.62,16.6,7.12,Precaución
2013,109.87,41.08,4.87,Crítico
2014,98.73,69.15,4.56,Normal
2015,110.47,66.05,6.9,Precaución
2016,104.05,32.34,5.2,Precaución
2017,96.9,17.76,4.56,Normal
2018,94.41,43.24,3.28,Normal
2019,102.64,26.95,3.33,Normal
2020,84.77,63.61,5.99,Normal
2021,93.66,49.58,5.19,Normal
2022,96.18,5.85,2.85,Normal
2023,95.0,24.34,4.93,Normal
2024,95.63,42.35,5.47,Normal
2025,90.31,75.87,2.78,Precaución
2026,106.03,21.48,5.94,Precaución
2027,102.65,30.78,3.25,Precaución
2028,94.12,17.6,5.91,Normal
2029,91.41,55.79,6.0,Normal
2030,112.05,60.5,5.43,Normal
2031,102.25,38.88,5.73,Normal
2032,111.88,30.56,5.85,Normal
2033,92.97,70.66,3.45,Normal
2034,102.59,10.19,2.86,Normal
2035,99.23,33.91,4.46,Precaución
2036,100.92,29.87,3.78,Normal
2037,93.83,22.62,5.21,Normal
2038,113.1,75.59,4.0,Normal
2039,124.14,9.57,5.02,Normal
2040,104.61,14.07,5.37,Normal
2041,93.32,66.79,6.22,Precaución
2042,109.09,16.04,4.09,Normal
2043,106.26,40.72,5.34,Normal
2044,113.46,16.26,4.37,Normal
2045,104.22,19.48,3.35,Normal
2046,99.83,51.9,5.67,Normal
2047,94.93,27.36,4.56,Normal
2048,90.05,59.72,4.14,Normal
2049,99.66,34.57,5.84,Normal
2050,99.11,65.04,4.0,Normal
2051,104.52,20.13,6.87,Normal
2052,121.03,69.8,4.54,Normal
2053,92.7,61.6,4.01,Normal
2054,86.27,14.74,3.33,Precaución
2055,111.11,36.46,6.74,Normal
2056,102.18,65.49,4.32,Normal
2057,116.49,42.2,3.38,Precaución
2058,106.21,46.2,2.9,Crítico
2059,96.7,12.95,4.33,Crítico
2060,105.11,76.75,4.01,Normal
2061,95.75,17.1,6.75,Normal
2062,89.55,78.21,4.74,Precaución
2063,91.24,27.36,5.68,Normal
2064,122.41,77.05,3.64,Precaución
2065,97.41,58.74,4.42,Normal
2066,98.56,58.43,6.04,Normal
2067,108.37,17.07,2.63,Normal
2068,99.12,62.77,5.35,Normal
2069,105.25,71.43,4.74,Normal
2070,93.25,73.33,5.92,Normal
2071,96.11,5.27,7.04,Normal
2072,95.23,27.55,2.13,Precaución
2073,108.21,9.89,6.0,Normal
2074,95.56,25.31,5.98,Normal
2075,95.14,36.12,3.51,Precaución
2076,78.96,35.45,4.53,Precaución
2077,91.16,30.22,6.14,Normal
2078,104.1,34.19,6.27,Normal
2079,114.12,60.1,6.53,Normal
2080,87.62,14.67,4.92,Normal
2081,90.81,17.15,4.26,Normal
2082,94.73,10.69,4.7,Crítico
2083,112.41,43.79,3.15,Crítico
2084,110.56,49.6,4.7,Normal
2085,90.21,11.17,4.65,Normal
2086,85.74,12.21,5.32,Precaución
2087,107.08,78.89,5.53,Precaución
2088,113.9,36.83,5.48,Normal
2089,97.34,5.06,3.44,Crítico
2090,86.48,40.5,6.41,Normal
2091,108.33,61.79,5.29,Normal
2092,100.7,41.77,6.6,Precaución
2093,99.96,72.18,7.09,Normal
2094,120.24,71.62,4.61,Normal
2095,106.01,76.58,3.65,Normal
2096,107.58,61.46,4.96,Normal
2097,104.45,44.34,7.22,Normal
2098,89.62,19.39,4.72,Normal
2099,93.53,55.18,2.83,Precaución
2100,96.37,6.6,4.46,Normal
2101,106.31,27.1,4.11,Normal
2102,108.44,57.42,4.53,Normal
2103,92.4,13.78,4.2,Normal
2104,86.44,17.08,5.0,Normal
2105,104.44,76.18,3.94,Normal
2106,94.37,54.38,5.9,Crítico
2107,101.34,5.52,5.24,Normal
2108,77.69,17.75,4.11,Normal
2109,89.9,45.38,6.02,Precaución
2110,85.52,45.05,5.14,Normal
2111,108.26,37.39,5.11,Normal
2112,87.02,14.07,4.76,Normal
2113,94.08,38.36,7.45,Normal
2114,102.47,27.46,3.25,Normal
2115,103.36,7.1,4.99,Normal
2116,93.47,45.61,4.82,Normal
2117,109.92,45.28,5.98,Crítico
2118,110.14,35.87,4.04,Precaución
2119,89.75,44.02,6.84,Normal
2120,104.35,9.63,3.87,Normal
2121,94.39,7.98,4.79,Normal
2122,108.03,48.32,5.77,Precaución
2123,92.39,71.51,6.59,Normal
2124,91.02,64.43,2.31,Normal
2125,120.15,40.55,5.46,Normal
2126,91.45,8.22,7.71,Normal
2127,97.17,68.48,4.82,Normal
2128,110.59,72.82,3.82,Normal
2129,106.15,54.19,3.5,Crítico
2130,99.49,24.54,4.7,Normal
2131,92.05,71.36,3.7,Normal
2132,104.34,14.8,3.96,Normal
2133,124.46,67.39,4.99,Normal
2134,93.96,66.91,5.8,Normal
2135,105.25,34.24,7.71,Crítico
2136,103.2,74.62,6.62,Normal
2137,99.6,8.79,4.53,Precaución
2138,92.56,27.18,3.74,Normal
2139,81.69,68.91,5.04,Normal
2140,109.33,53.19,5.78,Precaución
2141,104.64,61.4,5.15,Precaución
2142,96.94,12.18,5.33,Normal
2143,105.71,34.87,5.48,Precaución
2144,113.07,54.56,5.07,Normal
2145,89.85,22.08,4.81,Normal
2146,82.79,54.62,3.44,Normal
2147,106.93,46.92,2.35,Crítico
2148,81.55,72.85,3.26,Crítico
2149,91.89,50.54,4.1,Normal
2150,88.49,22.26,6.66,Normal
2151,95.4,44.2,3.92,Normal
2152,90.79,5.06,5.32,Normal
2153,85.14,12.82,7.4,Normal
2154,111.61,31.95,7.27,Normal
2155,112.71,35.91,6.43,Precaución
2156,111.35,23.07,3.8,Normal
2157,100.03,35.13,5.08,Crítico
2158,101.99,47.57,5.36,Normal
2159,100.95,31.69,5.46,Precaución
2160,112.6,38.06,3.67,Normal
2161,89.54,72.49,3.21,Normal
2162,93.02,11.52,4.68,Normal
2163,93.41,58.43,6.48,Normal
2164,102.39,10.43,5.74,Normal
2165,103.48,43.69,7.3,Normal
2166,90.03,5.18,5.89,Precaución
2167,105.12,57.67,6.89,Normal
2168,96.47,55.44,4.09,Normal
2169,97.23,7.8,7.24,Normal
2170,96.42,70.03,3.56,Normal
2171,102.56,73.08,4.33,Normal
2172,116.47,36.61,7.13,Normal
2173,121.37,7.72,3.5,Normal
2174,96.44,15.51,4.18,Normal
2175,98.67,30.28,6.16,Crítico
2176,115.95,24.3,5.2,Normal
2177,104.77,46.49,4.5,Normal
2178,110.89,67.97,5.95,Precaución
2179,99.78,34.74,4.44,Normal
2180,108.68,47.13,3.58,Normal
2181,105.42,27.9,5.21,Normal
2182,105.66,10.75,3.32,Crítico
2183,102.11,50.9,4.05,Normal
2184,105.28,20.4,5.36,Normal
2185,92.71,78.32,4.5,Crítico
2186,97.4,32.8,5.39,Normal
2187,98.64,41.58,2.52,Normal
2188,99.78,76.87,6.64,Normal
2189,87.34,67.49,6.4,Normal
2190,101.92,45.87,3.98,Normal
2191,108.71,30.26,5.21,Crítico
2192,107.69,48.62,5.74,Normal
2193,111.08,15.37,5.13,Normal
2194,111.1,33.3,6.97,Normal
2195,92.92,40.25,4.95,Normal
2196,91.97,59.74,4.83,Normal
2197,95.9,52.05,4.63,Normal
2198,84.07,63.54,4.15,Normal
2199,85.12,54.69,4.89,Normal
2200,91.33,43.95,3.78,Normal
2201,118.94,79.09,5.02,Normal
2202,95.68,16.68,3.45,Normal
2203,92.51,38.93,4.3,Normal
2204,107.78,11.07,3.21,Precaución
2205,83.61,37.53,6.93,Precaución
2206,87.68,44.81,8.21,Crítico
2207,107.59,22.21,4.57,Precaución
2208,81.21,5.31,5.17,Normal
2209,104.73,37.34,3.92,Normal
2210,119.19,23.94,6.86,Precaución
2211,91.31,12.41,7.82,Normal
2212,103.15,31.37,4.35,Normal
2213,103.08,33.84,3.63,Normal
2214,88.39,18.44,4.05,Precaución
2215,100.11,33.58,4.9,Precaución
2216,95.82,5.15,6.65,Normal
2217,104.63,17.25,3.55,Precaución
2218,78.7,74.16,5.24,Normal
2219,82.72,10.9,2.95,Normal
2220,102.76,74.23,3.95,Normal
2221,95.2,14.47,5.38,Normal
2222,116.91,62.16,4.65,Normal
2223,101.0,70.16,6.01,Normal
2224,81.5,18.52,4.98,Normal
2225,99.67,53.46,4.86,Normal
2226,105.48,74.01,5.47,Normal
2227,104.57,6.18,5.37,Normal
2228,102.23,52.91,3.27,Normal
2229,90.45,38.4,4.75,Normal
2230,99.26,63.85,7.04,Normal
2231,123.41,40.17,4.5,Normal
2232,104.86,8.12,5.47,Normal
2233,99.44,21.03,5.07,Crítico
2234,92.4,15.73,5.1,Crítico
2235,95.0,36.68,2.73,Normal
2236,88.86,65.14,3.62,Normal
2237,98.97,76.71,5.85,Normal
2238,104.65,8.83,5.45,Normal
2239,82.86,8.72,4.33,Normal
2240,97.8,19.07,5.12,Precaución
2241,96.03,56.49,3.34,Precaución
2242,75.11,40.97,4.86,Normal
2243,97.18,51.44,4.54,Normal
2244,83.88,47.18,4.26,Normal
2245,94.34,78.49,4.76,Normal
2246,94.25,14.66,5.61,Normal
2247,85.62,22.06,4.96,Normal
2248,92.54,45.88,6.64,Precaución
2249,101.98,13.68,4.3,Normal
2250,109.33,50.39,4.89,Normal
2251,109.13,24.79,3.68,Normal
2252,106.26,31.92,5.93,Normal
2253,117.23,14.95,5.96,Normal
2254,113.08,47.1,3.42,Normal
2255,100.09,63.33,5.43,Normal
2256,74.41,40.3,3.71,Normal
2257,101.44,38.85,5.28,Normal
2258,104.72,44.2,5.33,Crítico
2259,94.06,36.99,4.13,Normal
2260,117.36,46.77,4.92,Normal
2261,104.23,13.86,5.03,Normal
2262,112.91,59.93,5.34,Normal
2263,105.44,41.99,6.44,Normal
2264,97.99,28.96,5.03,Normal
2265,101.59,8.34,3.92,Normal
2266,97.62,52.15,6.1,Precaución
2267,98.93,35.06,4.86,Normal
2268,93.93,63.67,7.23,Normal
2269,109.8,18.26,6.59,Normal
2270,100.06,26.17,6.37,Precaución
2271,117.97,69.5,5.21,Crítico
2272,105.88,37.5,5.1,Precaución
2273,87.19,24.34,5.0,Normal
2274,100.49,28.19,6.88,Normal
2275,81.92,25.17,4.73,Normal
2276,95.52,75.82,4.77,Normal
2277,113.28,71.48,5.32,Normal
2278,106.08,58.54,4.0,Precaución
2279,81.39,55.34,4.09,Normal
2280,101.25,16.69,3.48,Normal
2281,92.29,6.73,5.99,Normal
2282,88.94,53.54,5.49,Normal
2283,94.44,24.48,4.82,Normal
2284,111.85,23.82,4.5,Normal
2285,97.85,63.76,6.64,Normal
2286,109.99,43.18,4.09,Normal
2287,97.87,47.46,2.36,Precaución
2288,118.76,18.68,5.74,Normal
2289,97.83,72.74,4.43,Normal
2290,112.28,41.55,4.59,Precaución
2291,105.02,40.69,4.44,Normal
2292,110.06,43.73,2.66,Normal
2293,89.12,61.17,4.17,Normal
2294,104.04,7.35,5.37,Normal
2295,89.27,11.52,5.65,Normal
2296,85.75,60.5,5.13,Normal
2297,110.39,61.47,5.91,Normal
2298,99.45,57.84,2.87,Normal
2299,94.68,27.57,4.59,Normal
2300,103.89,42.72,1.12,Normal
2301,100.35,64.92,4.24,Crítico
2302,105.9,42.21,5.74,Normal
2303,89.35,25.81,4.96,Normal
2304,84.53,79.3,4.92,Precaución
2305,89.94,12.88,6.74,Normal
2306,94.0,51.12,5.87,Normal
2307,95.38,50.55,4.55,Precaución
2308,116.22,63.76,5.28,Crítico
2309,105.43,43.07,5.27,Precaución
2310,100.61,7.13,4.74,Normal
2311,100.75,40.5,6.13,Normal
2312,100.39,59.83,5.1,Precaución
2313,91.36,15.35,7.8,Crítico
2314,94.49,31.62,5.29,Normal
2315,107.73,27.75,6.03,Normal
2316,98.87,32.7,6.81,Normal
2317,100.2,34.78,4.81,Precaución
2318,108.54,49.43,6.68,Normal
2319,97.07,14.37,5.23,Normal
2320,100.18,76.74,6.55,Normal
2321,99.76,15.03,4.2,Normal
2322,107.45,38.23,6.7,Normal
2323,99.95,69.35,5.24,Normal
2324,94.34,42.65,6.06,Precaución
2325,85.78,20.86,3.36,Precaución
2326,109.97,63.64,5.14,Normal
2327,99.68,33.34,6.16,Normal
2328,107.01,38.34,3.01,Normal
2329,99.41,77.07,6.26,Crítico
2330,99.98,72.7,4.53,Precaución
2331,92.04,45.21,4.88,Normal
2332,111.0,68.78,6.33,Crítico
2333,92.52,34.36,6.54,Normal
2334,100.1,31.82,2.52,Precaución
2335,84.03,47.68,4.7,Precaución
2336,97.07,42.49,6.63,Crítico
2337,94.81,12.22,6.94,Precaución
2338,101.42,31.02,6.63,Normal
2339,81.73,12.47,3.79,Normal
2340,107.83,27.13,5.15,Crítico
2341,124.32,61.39,3.31,Precaución
2342,102.0,33.49,4.87,Crítico
2343,103.33,33.37,6.99,Precaución
2344,82.1,68.57,6.9,Normal
2345,110.22,42.9,2.71,Normal
2346,102.04,32.34,5.66,Normal
2347,88.33,66.66,5.46,Normal
2348,96.77,52.78,5.61,Normal
2349,107.79,26.39,2.84,Normal
2350,119.37,23.47,4.74,Crítico
2351,102.31,40.21,5.22,Normal
2352,92.48,23.83,5.35,Normal
2353,94.08,70.09,5.89,Precaución
2354,105.17,56.12,5.51,Normal
2355,92.11,40.07,6.27,Precaución
2356,117.37,41.59,6.0,Normal
2357,101.61,48.67,6.49,Normal
2358,106.0,32.73,3.98,Normal
2359,95.74,48.39,5.02,Normal
2360,106.51,46.59,4.3,Normal
2361,90.11,34.42,5.54,Normal
2362,98.6,6.46,6.68,Normal
2363,87.11,49.33,6.46,Normal
2364,103.0,46.21,3.98,Normal
2365,95.36,19.01,4.1,Normal
2366,102.53,16.46,6.79,Normal
2367,101.2,72.75,6.8,Normal
2368,109.24,29.39,7.05,Normal
2369,120.34,12.48,5.0,Normal
2370,105.76,75.88,4.99,Precaución
2371,91.25,26.25,4.08,Normal
2372,100.35,31.41,6.92,Normal
2373,99.86,43.84,6.44,Normal
2374,107.9,75.63,2.74,Normal
2375,99.03,69.15,6.59,Normal
2376,93.65,78.93,6.43,Normal
2377,82.35,44.42,3.71,Precaución
2378,106.09,59.76,4.18,Crítico
2379,111.54,70.22,4.39,Normal
2380,93.05,26.8,5.89,Normal
2381,127.36,15.61,5.47,Precaución
2382,89.76,73.71,2.66,Normal
2383,88.79,78.74,4.24,Normal
2384,96.73,58.44,5.32,Normal
2385,100.69,52.52,6.5,Normal
2386,104.63,6.75,4.32,Normal
2387,91.75,17.68,4.55,Normal
2388,112.22,67.55,3.83,Normal
2389,98.63,54.19,6.26,Normal
2390,90.44,64.09,5.47,Normal
2391,102.78,47.59,4.53,Normal
2392,88.1,60.51,2.78,Precaución
2393,93.31,57.14,5.99,Normal
2394,107.79,33.18,6.71,Normal
2395,114.49,64.11,6.42,Crítico
2396,103.04,62.26,4.71,Precaución
2397,90.42,35.39,5.15,Normal
2398,94.56,55.11,5.73,Precaución
2399,102.15,57.67,6.57,Crítico
2400,109.91,64.99,6.08,Normal
2401,93.16,60.09,3.71,Precaución
2402,104.27,33.16,4.23,Normal
2403,99.83,55.93,4.5,Normal
2404,98.7,13.24,6.2,Normal
2405,110.48,19.12,3.24,Normal
2406,107.47,51.27,3.81,Normal
2407,85.78,46.72,4.05,Crítico
2408,95.62,29.05,5.65,Normal
2409,101.42,6.29,6.09,Precaución
2410,84.59,70.99,4.45,Precaución
2411,108.49,6.68,5.15,Precaución
2412,113.22,65.09,5.99,Normal
2413,105.06,45.02,4.02,Precaución
2414,107.38,57.01,5.19,Precaución
2415,85.56,60.19,5.24,Normal
2416,82.63,48.15,5.89,Normal
2417,94.11,63.42,4.7,Normal
2418,81.67,73.52,4.94,Normal
2419,112.68,47.28,4.84,Normal
2420,94.25,68.01,6.03,Precaución
2421,122.77,22.17,5.33,Crítico
2422,113.41,12.44,4.42,Precaución
2423,75.75,33.58,3.88,Normal
2424,109.1,13.84,7.94,Normal
2425,94.16,70.84,3.79,Crítico
2426,107.14,62.94,5.33,Normal
2427,100.88,45.2,6.56,Normal
2428,102.3,53.08,7.88,Normal
2429,86.08,36.71,2.48,Normal
2430,77.24,13.64,3.21,Precaución
2431,93.26,19.69,3.86,Normal
2432,107.27,26.05,4.56,Normal
2433,99.01,29.99,4.02,Crítico
2434,101.28,27.76,3.63,Crítico
2435,95.03,23.91,3.85,Normal
2436,77.15,73.02,4.25,Normal
2437,96.3,66.06,5.56,Normal
2438,84.46,58.34,2.76,Precaución
2439,100.1,12.49,2.8,Normal
2440,106.78,12.74,5.32,Precaución
2441,79.96,35.08,6.49,Normal
2442,110.4,27.91,4.92,Normal
2443,105.02,20.9,4.67,Precaución
2444,81.41,8.83,4.55,Crítico
2445,87.93,66.19,4.88,Normal
2446,96.53,12.74,5.6,Precaución
2447,116.43,54.84,5.49,Normal
2448,99.37,69.96,3.33,Normal
2449,102.33,55.78,4.34,Crítico
2450,93.87,50.14,4.54,Normal
2451,82.31,40.94,3.95,Precaución
2452,102.12,50.73,5.85,Normal
2453,94.13,76.71,4.48,Normal
2454,92.17,65.25,3.01,Normal
2455,110.92,6.25,2.68,Normal
2456,99.54,19.56,4.48,Crítico
2457,105.38,77.68,6.15,Normal
2458,108.9,42.09,4.28,Normal
2459,87.51,41.1,5.54,Crítico
2460,102.97,19.46,5.65,Normal
2461,107.08,8.11,3.77,Normal
2462,106.69,6.78,6.18,Normal
2463,102.44,76.76,4.42,Normal
2464,112.68,10.34,4.89,Normal
2465,100.82,77.66,4.9,Normal
2466,117.5,72.03,5.28,Normal
2467,112.24,41.85,4.89,Precaución
2468,92.73,33.48,4.4,Normal
2469,97.11,21.49,3.91,Normal
2470,96.2,14.04,4.95,Normal
2471,76.56,24.7,4.34,Crítico
2472,106.99,53.65,4.7,Precaución
2473,94.28,67.61,4.34,Normal
2474,101.42,45.92,5.91,Precaución
2475,95.66,52.41,7.59,Precaución
2476,100.84,34.63,5.75,Precaución
2477,88.97,50.67,5.54,Normal
2478,109.15,59.49,3.86,Crítico
2479,98.42,37.96,5.16,Precaución
2480,104.27,6.3,5.17,Precaución
2481,100.86,67.37,5.78,Precaución
2482,103.32,5.63,5.13,Normal
2483,82.03,50.47,4.47,Normal
2484,103.75,48.74,6.67,Normal
2485,108.17,7.23,4.87,Normal
2486,91.63,35.75,5.18,Normal
2487,95.21,6.72,3.07,Normal
2488,89.13,9.22,6.23,Precaución
2489,85.65,22.89,3.61,Normal
2490,91.76,25.08,4.69,Normal
2491,88.54,18.11,3.4,Normal
2492,105.56,45.65,6.47,Normal
2493,97.26,20.86,6.37,Normal
2494,92.47,73.4,4.79,Normal
2495,95.17,50.36,6.49,Normal
2496,94.88,70.86,4.56,Normal
2497,89.18,29.49,6.24,Precaución
2498,92.55,29.22,6.52,Normal
2499,96.29,41.36,6.3,Normal
2500,105.66,27.68,5.37,Normal
2501,101.14,15.68,7.07,Normal
2502,109.95,39.47,5.24,Normal
2503,99.94,6.03,4.55,Normal
2504,99.48,58.3,2.97,Normal
2505,93.32,39.37,5.83,Normal
2506,120.73,31.57,4.31,Normal
2507,88.34,21.47,7.38,Normal
2508,82.13,61.85,5.97,Normal
2509,94.86,46.02,4.66,Normal
2510,90.28,62.5,3.57,Normal
2511,100.2,35.4,4.91,Normal
2512,108.61,28.39,3.45,Normal
2513,101.09,38.89,4.33,Normal
2514,76.2,68.01,1.26,Normal
2515,101.15,77.76,5.51,Normal
2516,89.92,8.49,6.76,Normal
2517,91.87,61.43,4.78,Normal
2518,102.06,41.62,4.75,Normal
2519,97.01,24.46,3.87,Normal
2520,115.33,66.11,3.74,Normal
2521,105.7,17.13,4.72,Normal
2522,88.25,14.15,5.12,Normal
2523,95.51,71.23,6.79,Normal
2524,90.3,60.33,6.18,Crítico
2525,101.0,26.19,4.88,Normal
2526,103.9,5.12,5.48,Normal
2527,99.32,55.34,4.54,Normal
2528,108.14,33.32,5.48,Crítico
2529,108.97,67.77,5.87,Normal
2530,101.47,40.67,4.24,Crítico
2531,99.03,39.47,4.75,Normal
2532,97.93,63.25,7.09,Precaución
2533,105.96,69.72,7.09,Crítico
2534,92.64,22.2,5.18,Normal
2535,95.52,15.12,4.38,Normal
2536,92.09,7.26,3.18,Precaución
2537,111.0,40.91,4.72,Normal
2538,95.16,18.45,4.03,Normal
2539,102.42,61.72,5.56,Normal
2540,97.14,27.19,6.19,Normal
2541,106.09,52.74,5.07,Crítico
2542,82.98,77.53,6.44,Normal
2543,108.38,24.58,7.08,Normal
2544,97.27,50.66,7.5,Normal
2545,95.36,14.08,4.59,Normal
2546,80.86,70.99,4.61,Normal
2547,62.36,33.07,1.92,Precaución
2548,91.79,66.09,3.24,Crítico
2549,98.66,76.44,5.15,Normal
2550,70.93,11.71,6.0,Crítico
2551,111.33,43.39,5.28,Normal
2552,107.62,19.84,4.32,Normal
2553,108.38,23.34,6.51,Crítico
2554,105.3,18.89,5.25,Normal
2555,108.79,10.47,2.07,Normal
2556,97.48,45.83,4.22,Normal
2557,107.2,74.37,3.71,Normal
2558,92.19,28.18,4.87,Normal
2559,101.76,76.6,3.74,Precaución
2560,100.75,9.32,4.82,Precaución
2561,101.91,75.14,5.56,Normal
2562,97.22,34.28,6.39,Normal
2563,90.52,73.19,5.08,Precaución
2564,102.24,28.99,6.78,Normal
2565,90.07,70.39,3.5,Normal
2566,104.82,6.28,5.27,Normal
2567,91.97,34.93,4.21,Normal
2568,106.47,9.34,6.85,Normal
2569,134.55,25.78,5.72,Normal
2570,98.11,27.67,4.0,Normal
2571,96.42,53.49,8.49,Normal
2572,102.36,13.46,7.7,Normal
2573,99.84,19.8,2.76,Normal
2574,106.0,40.48,4.35,Normal
2575,108.01,6.54,5.2,Normal
2576,105.46,43.62,5.24,Precaución
2577,111.73,53.91,2.75,Normal
2578,105.64,65.56,5.22,Normal
2579,90.03,28.58,3.52,Precaución
2580,80.58,49.92,3.26,Normal
2581,103.54,11.4,5.18,Normal
2582,86.8,68.02,4.6,Normal
2583,105.53,9.44,3.42,Crítico
2584,99.51,52.37,4.76,Normal
2585,106.61,6.67,7.15,Normal
2586,87.69,25.08,5.17,Normal
2587,101.92,64.5,6.06,Normal
2588,107.86,15.75,5.93,Normal
2589,95.03,41.1,3.47,Crítico
2590,113.64,24.17,4.22,Normal
2591,92.67,16.72,4.98,Normal
2592,104.35,49.5,4.44,Normal
2593,105.64,71.33,6.28,Normal
2594,107.95,28.44,5.92,Normal
2595,87.61,53.97,2.39,Normal
2596,101.37,22.95,5.37,Normal
2597,103.95,49.07,5.85,Crítico
2598,104.29,25.46,4.19,Normal
2599,90.09,60.77,5.98,Normal
2600,108.04,67.67,3.28,Normal
2601,90.92,24.68,4.46,Normal
2602,100.62,17.13,5.01,Precaución
2603,97.26,37.65,5.79,Normal
2604,108.2,47.02,4.92,Normal
2605,107.09,34.51,3.55,Normal
2606,96.87,21.49,5.13,Normal
2607,89.92,62.45,8.41,Precaución
2608,100.14,5.24,5.96,Normal
2609,86.47,60.34,5.07,Precaución
2610,96.08,31.67,4.44,Precaución
2611,115.43,75.36,5.16,Normal
2612,84.41,46.26,4.78,Crítico
2613,96.28,79.85,5.53,Normal
2614,94.84,21.08,6.58,Crítico
2615,105.73,17.58,4.34,Normal
2616,76.2,44.0,3.86,Normal
2617,100.67,65.35,4.8,Normal
2618,101.45,73.67,5.67,Normal
2619,97.83,14.34,3.23,Normal
2620,93.45,35.39,4.83,Normal
2621,118.89,34.95,5.02,Precaución
2622,93.28,20.76,4.77,Normal
2623,105.4,25.88,5.8,Precaución
2624,118.17,20.4,6.14,Precaución
2625,111.13,49.51,6.09,Normal
2626,113.07,40.37,5.21,Normal
2627,100.68,68.29,7.81,Normal
2628,94.44,77.91,3.38,Precaución
2629,89.08,73.04,4.56,Normal
2630,97.97,18.8,4.98,Normal
2631,110.38,46.31,4.03,Precaución
2632,86.16,50.31,5.79,Normal
2633,113.04,65.54,6.95,Normal
2634,109.86,30.09,3.52,Normal
2635,108.81,64.32,3.77,Precaución
2636,103.71,57.51,5.57,Normal
2637,98.67,63.12,4.28,Crítico
2638,121.68,16.13,5.47,Normal
2639,102.69,47.14,3.47,Normal
2640,116.81,22.89,4.31,Normal
2641,107.48,56.44,3.79,Precaución
2642,79.3,30.98,6.67,Normal
2643,96.45,76.6,4.71,Crítico
2644,99.87,17.44,4.26,Precaución
2645,96.15,56.51,3.99,Normal
2646,89.09,20.51,3.61,Normal
2647,119.08,18.52,5.86,Normal
2648,106.97,13.2,4.55,Crítico
2649,118.87,16.19,5.94,Normal
2650,92.01,67.77,6.57,Normal
2651,103.24,17.89,2.87,Normal
2652,91.37,64.97,3.49,Normal
2653,97.4,23.73,4.35,Normal
2654,108.55,19.83,5.61,Normal
2655,100.61,15.75,7.19,Crítico
2656,98.24,33.74,4.48,Normal
2657,108.56,52.43,3.1,Normal
2658,82.29,57.54,3.8,Normal
2659,104.86,12.37,6.47,Normal
2660,85.47,51.77,4.28,Normal
2661,109.97,72.03,3.8,Normal
2662,115.64,22.57,3.87,Normal
2663,85.62,68.94,2.6,Normal
2664,90.37,27.45,4.03,Crítico
2665,92.2,16.88,8.2,Normal
2666,98.71,57.09,5.97,Normal
2667,86.2,62.43,5.06,Precaución
2668,90.43,26.09,6.95,Normal
2669,116.26,55.44,6.78,Normal
2670,81.71,53.6,3.6,Normal
2671,98.49,53.14,5.7,Normal
2672,107.48,32.35,6.48,Normal
2673,88.28,69.49,3.43,Precaución
2674,100.62,27.86,7.77,Normal
2675,89.78,19.33,4.6,Precaución
2676,103.5,25.59,6.47,Normal
2677,109.76,13.1,3.98,Precaución
2678,86.57,35.94,6.15,Normal
2679,106.82,25.34,4.34,Normal
2680,102.77,6.9,4.68,Precaución
2681,106.62,29.82,5.59,Normal
2682,93.26,71.54,4.33,Normal
